Species,Run Type,Migration Year,Abundance
Chinook,Spring,1987,42000
Chinook,Spring,1988,58200
Chinook,Spring,1989,44000
Chinook,Spring,1990,37500
Chinook,Spring,1991,30000
Chinook,Spring,1992,49500
Chinook,Spring,1993,
Chinook,Spring,1994,50800
Chinook,Spring,1995,49560
Chinook,Spring,1996,7000
Chinook,Spring,1997,
Chinook,Spring,1998,1612
Chinook,Spring,1999,21057
Chinook,Spring,2000,5508
Chinook,Spring,2001,8721
Chinook,Spring,2002,29442
Chinook,Spring,2003,42416
Chinook,Spring,2004,64036
Chinook,Spring,2005,27724
Chinook,Spring,2006,21057
Chinook,Spring,2007,17579
Chinook,Spring,2008,30228
Chinook,Spring,2009,8529
Chinook,Spring,2010,14778
Chinook,Spring,2011,45538
Chinook,Spring,2012,35080
Chinook,Spring,2013,23376
Chinook,Spring,2014,12886
Chinook,Spring,2015,3831
Chinook,Spring,2016,6604
Chinook,Spring,2017,14305
Chinook,Spring,2018,8058
Chinook,Spring,2019,17972
Chinook,Spring,2020,13170
Chinook,Spring,2021,0
Chinook,Spring,2004,4145
Chinook,Spring,2005,292
Chinook,Spring,2006,2358
Chinook,Spring,2007,2553
Chinook,Spring,2008,2265
Chinook,Spring,2009,1616
Chinook,Spring,2010,4080
Chinook,Spring,2011,
Chinook,Spring,2012,
Chinook,Spring,2013,3080
Chinook,Spring,2014,
Chinook,Spring,2015,
Chinook,Spring,2016,
Chinook,Spring,2017,
Steelhead,Summer,2008,62730
Steelhead,Summer,2010,39623
Steelhead,Summer,2011,44912
Steelhead,Summer,2012,14451
Steelhead,Summer,2013,22925
Steelhead,Summer,2014,28375
Steelhead,Summer,2015,14416
Steelhead,Summer,2016,42701
Steelhead,Summer,2017,33431
Steelhead,Summer,2018,10518
Steelhead,Summer,2019,29356
Steelhead,Summer,2020,13424
Steelhead,Summer,2021,27092
Steelhead,Summer,1998,30060
Steelhead,Summer,1999,17990
Steelhead,Summer,2000,17758
Steelhead,Summer,2001,22636
Steelhead,Summer,2002,7818
Steelhead,Summer,2003,16688
Steelhead,Summer,2004,13124
Steelhead,Summer,2005,15812
Steelhead,Summer,2006,9092
Steelhead,Summer,2007,11500
Steelhead,Summer,2008,26099
Steelhead,Summer,2009,9033
Steelhead,Summer,2010,15348
Steelhead,Summer,2011,27288
Steelhead,Summer,2012,25636
Steelhead,Summer,2013,23269
Steelhead,Summer,2014,16194
Steelhead,Summer,2015,5322
Steelhead,Summer,2016,25047
Steelhead,Summer,2017,20391
Steelhead,Summer,2018,23797
Steelhead,Summer,2019,20534
Steelhead,Summer,2020,24851
Steelhead,Summer,2021,38710
Steelhead,Summer,2004,45744
Steelhead,Summer,2005,27287
Steelhead,Summer,2006,36568
Steelhead,Summer,2007,50375
Steelhead,Summer,2008,36766
Steelhead,Summer,2009,25466
Steelhead,Summer,2010,23261
Steelhead,Summer,2011,40866
Steelhead,Summer,2012,43376
Steelhead,Summer,2013,42604
Steelhead,Summer,2014,50389
Steelhead,Summer,2015,22174
Steelhead,Summer,2016,31000
Steelhead,Summer,2017,36682
Steelhead,Summer,2018,57705
Steelhead,Summer,2019,60550
Steelhead,Summer,2020,47160
Chinook,Summer,2000,9572392
Chinook,Summer,2001,1299476
Chinook,Summer,2002,8229920
Chinook,Summer,2003,13167855
Chinook,Summer,2004,20336968
Chinook,Summer,2005,14764141
Chinook,Summer,2006,11612939
Chinook,Summer,2007,9397044
Chinook,Summer,2008,4470672
Chinook,Summer,2009,4309496
Chinook,Summer,2010,6695977
Chinook,Summer,2011,
Chinook,Summer,2012,
Chinook,Summer,2013,9333214
Chinook,Summer,2014,11936928
Chinook,Summer,2015,14157778
Chinook,Summer,2016,4023310
Chinook,Summer,2017,7593243
Chinook,Summer,2018,5823795
Chinook,Summer,2019,2439434
Chinook,Summer,2020,833310
Chinook,Spring,1994,39723
Chinook,Spring,1995,8662
Chinook,Spring,1996,16472
Chinook,Spring,1997,3830
Chinook,Spring,1998,15475
Chinook,Spring,1999,28334
Chinook,Spring,2000,23068
Chinook,Spring,2001,10661
Chinook,Spring,2002,40831
Chinook,Spring,2003,86482
Chinook,Spring,2004,90948
Chinook,Spring,2005,16755
Chinook,Spring,2006,72080
Chinook,Spring,2007,69064
Chinook,Spring,2008,45050
Chinook,Spring,2009,25809
Chinook,Spring,2010,35023
Chinook,Spring,2011,30959
Chinook,Spring,2012,47511
Chinook,Spring,2013,37185
Chinook,Spring,2014,34334
Chinook,Spring,2015,116906
Chinook,Spring,2016,117653
Chinook,Spring,2017,148407
Chinook,Spring,2018,57959
Chinook,Spring,2019,107053
Chinook,Spring,2020,83252
Chinook,Spring,2000,32837
Chinook,Spring,2001,13583
Chinook,Spring,2002,76643
Chinook,Spring,2003,243516
Chinook,Spring,2004,165116
Chinook,Spring,2005,70738
Chinook,Spring,2006,55619
Chinook,Spring,2007,302116
Chinook,Spring,2008,85558
Chinook,Spring,2009,60219
Chinook,Spring,2010,82137
Chinook,Spring,2011,
Chinook,Spring,2012,
Chinook,Spring,2013,89917
Chinook,Spring,2014,67973
Chinook,Spring,2015,58595
Chinook,Spring,2016,36752
Chinook,Spring,2017,130426
Chinook,Spring,2018,99045
Chinook,Spring,2019,101793
Chinook,Spring,2020,98733
Chinook,Spring,2004,36269
Chinook,Spring,2005,15306
Chinook,Spring,2006,33359
Chinook,Spring,2007,36623
Chinook,Spring,2008,32940
Chinook,Spring,2009,8111
Chinook,Spring,2010,10904
Chinook,Spring,2011,38589
Chinook,Spring,2012,59747
Chinook,Spring,2013,37212
Chinook,Spring,2014,59141
Chinook,Spring,2015,50151
Chinook,Spring,2016,41177
Chinook,Spring,2017,33880
Chinook,Spring,2018,14239
Chinook,Spring,2019,17822
Chinook,Spring,2020,42234
Chinook,Spring,2021,
Chinook,Spring,2005,2119
Chinook,Spring,2006,8469
Chinook,Spring,2007,4860
Chinook,Spring,2008,20596
Chinook,Spring,2009,12686
Chinook,Spring,2010,8075
Chinook,Spring,2011,7607
Chinook,Spring,2012,13059
Chinook,Spring,2013,11264
Chinook,Spring,2014,25695
Chinook,Spring,2015,28131
Chinook,Spring,2016,20540
Chinook,Spring,2017,31036
Chinook,Spring,2018,10376
Chinook,Spring,2019,25165
Chinook,Spring,2020,18078
Steelhead,Summer,2000,33255
Steelhead,Summer,2001,27114
Steelhead,Summer,2002,36790
Steelhead,Summer,2003,32710
Steelhead,Summer,2004,32344
Steelhead,Summer,2005,41414
Steelhead,Summer,2006,17499
Steelhead,Summer,2007,85443
Steelhead,Summer,2008,31902
Steelhead,Summer,2009,27513
Steelhead,Summer,2010,36826
Steelhead,Summer,2011,
Steelhead,Summer,2012,
Steelhead,Summer,2013,10813
Steelhead,Summer,2014,
Steelhead,Summer,2015,8632
Steelhead,Summer,2016,10135
Steelhead,Summer,2017,5784
Steelhead,Summer,2018,9758
Steelhead,Summer,2019,8050
Steelhead,Summer,2020,13461
Steelhead,Summer,2007,15485
Steelhead,Summer,2008,11036
Steelhead,Summer,2009,32086
Steelhead,Summer,2010,21756
Steelhead,Summer,2011,16353
Steelhead,Summer,2012,9535
Steelhead,Summer,2013,19865
Steelhead,Summer,2014,25353
Steelhead,Summer,2015,19834
Steelhead,Summer,2016,17639
Steelhead,Summer,2017,22667
Steelhead,Summer,2018,19063
Steelhead,Summer,2019,14063
Steelhead,Summer,2020,20036
Steelhead,Summer,2007,3521
Steelhead,Summer,2008,7285
Steelhead,Summer,2009,12794
Steelhead,Summer,2010,5608
Steelhead,Summer,2011,6028
Steelhead,Summer,2012,3792
Steelhead,Summer,2013,8326
Steelhead,Summer,2014,5651
Steelhead,Summer,2015,5793
Steelhead,Summer,2016,5763
Steelhead,Summer,2017,6864
Steelhead,Summer,2018,6608
Steelhead,Summer,2019,7652
Steelhead,Summer,2020,7366
